user_id,items,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
16,"[57, 14, 61, 84, 23, 41, 402, 430, 22, 55, 398, 432, 409, 420, 19, 9, 42, 425]",57,14,61,84,23,41,402,430,22,55,398,432,409,420,19,9,42,425
17,"[0, 592, 581, 582, 583, 584, 585, 586, 587, 588, 589, 590, 591, 593, 579, 594, 595, 596]",0,592,581,582,583,584,585,586,587,588,589,590,591,593,579,594,595,596
18,"[57, 61, 14, 398, 84, 420, 388, 19, 15, 169, 425, 17, 88, 23, 394, 383, 82, 29]",57,61,14,398,84,420,388,19,15,169,425,17,88,23,394,383,82,29
19,"[398, 9, 57, 61, 440, 22, 14, 432, 41, 17, 23, 84, 409, 430, 55, 25, 19, 29]",398,9,57,61,440,22,14,432,41,17,23,84,409,430,55,25,19,29
20,"[248, 170, 54, 57, 433, 425, 203, 199, 263, 205, 431, 388, 432, 198, 89, 30, 444, 88]",248,170,54,57,433,425,203,199,263,205,431,388,432,198,89,30,444,88
21,"[57, 61, 14, 409, 84, 23, 398, 82, 382, 42, 9, 22, 402, 420, 425, 396, 430, 55]",57,61,14,409,84,23,398,82,382,42,9,22,402,420,425,396,430,55
22,"[14, 57, 17, 409, 55, 61, 23, 16, 425, 15, 26, 398, 22, 169, 376, 19, 430, 84]",14,57,17,409,55,61,23,16,425,15,26,398,22,169,376,19,430,84
23,"[84, 57, 61, 432, 440, 17, 55, 14, 380, 383, 54, 23, 22, 420, 82, 19, 399, 382]",84,57,61,432,440,17,55,14,380,383,54,23,22,420,82,19,399,382
24,"[57, 55, 61, 14, 22, 17, 398, 19, 0, 409, 84, 25, 430, 380, 382, 23, 420, 169]",57,55,61,14,22,17,398,19,0,409,84,25,430,380,382,23,420,169
25,"[14, 57, 409, 84, 17, 61, 23, 22, 382, 398, 19, 16, 383, 384, 402, 41, 42, 55]",14,57,409,84,17,61,23,22,382,398,19,16,383,384,402,41,42,55
26,"[0, 592, 581, 582, 583, 584, 585, 586, 587, 588, 589, 590, 591, 593, 579, 594, 595, 596]",0,592,581,582,583,584,585,586,587,588,589,590,591,593,579,594,595,596
27,"[57, 430, 398, 433, 82, 85, 86, 396, 61, 17, 14, 385, 5, 84, 420, 92, 22, 395]",57,430,398,433,82,85,86,396,61,17,14,385,5,84,420,92,22,395
28,"[0, 592, 581, 582, 583, 584, 585, 586, 587, 588, 589, 590, 591, 593, 579, 594, 595, 596]",0,592,581,582,583,584,585,586,587,588,589,590,591,593,579,594,595,596
29,"[57, 17, 61, 398, 14, 409, 16, 23, 19, 22, 402, 55, 84, 100, 430, 382, 41, 383]",57,17,61,398,14,409,16,23,19,22,402,55,84,100,430,382,41,383
30,"[712, 57, 713, 55, 22, 412, 84, 23, 398, 402, 61, 172, 42, 11, 407, 41, 393, 167]",712,57,713,55,22,412,84,23,398,402,61,172,42,11,407,41,393,167
31,"[82, 57, 84, 87, 17, 23, 22, 14, 75, 430, 61, 169, 420, 31, 5, 394, 440, 398]",82,57,84,87,17,23,22,14,75,430,61,169,420,31,5,394,440,398
32,"[57, 430, 61, 84, 398, 22, 383, 17, 14, 23, 5, 19, 382, 432, 41, 9, 15, 402]",57,430,61,84,398,22,383,17,14,23,5,19,382,432,41,9,15,402
33,"[14, 383, 88, 89, 17, 382, 41, 420, 61, 384, 402, 42, 376, 169, 798, 57, 19, 432]",14,383,88,89,17,382,41,420,61,384,402,42,376,169,798,57,19,432
34,"[0, 592, 581, 582, 583, 584, 585, 586, 587, 588, 589, 590, 591, 593, 579, 594, 595, 596]",0,592,581,582,583,584,585,586,587,588,589,590,591,593,579,594,595,596
35,"[61, 398, 57, 14, 22, 409, 17, 16, 84, 19, 9, 23, 395, 55, 15, 396, 42, 403]",61,398,57,14,22,409,17,16,84,19,9,23,395,55,15,396,42,403
36,"[169, 0, 170, 804, 171, 179, 61, 798, 805, 14, 158, 808, 42, 838, 149, 813, 172, 57]",169,0,170,804,171,179,61,798,805,14,158,808,42,838,149,813,172,57
37,"[57, 398, 22, 14, 61, 409, 100, 17, 25, 84, 19, 82, 55, 430, 23, 41, 382, 15]",57,398,22,14,61,409,100,17,25,84,19,82,55,430,23,41,382,15
38,"[57, 14, 22, 409, 9, 61, 169, 84, 55, 398, 19, 383, 17, 804, 23, 54, 420, 808]",57,14,22,409,9,61,169,84,55,398,19,383,17,804,23,54,420,808
39,"[57, 15, 398, 19, 14, 61, 84, 17, 26, 394, 22, 23, 430, 393, 402, 383, 0, 380]",57,15,398,19,14,61,84,17,26,394,22,23,430,393,402,383,0,380
40,"[14, 398, 57, 396, 395, 23, 30, 61, 22, 84, 41, 411, 29, 42, 19, 420, 409, 382]",14,398,57,396,395,23,30,61,22,84,41,411,29,42,19,420,409,382
41,"[61, 57, 41, 23, 21, 14, 402, 398, 84, 396, 384, 22, 42, 395, 412, 82, 420, 64]",61,57,41,23,21,14,402,398,84,396,384,22,42,395,412,82,420,64
42,"[57, 61, 398, 14, 55, 420, 17, 425, 23, 29, 16, 84, 19, 402, 396, 31, 42, 22]",57,61,398,14,55,420,17,425,23,29,16,84,19,402,396,31,42,22
43,"[14, 57, 169, 100, 22, 84, 382, 16, 430, 55, 61, 409, 17, 398, 23, 15, 384, 383]",14,57,169,100,22,84,382,16,430,55,61,409,17,398,23,15,384,383
44,"[712, 713, 724, 14, 715, 253, 16, 302, 249, 11, 382, 55, 57, 61, 89, 646, 41, 19]",712,713,724,14,715,253,16,302,249,11,382,55,57,61,89,646,41,19
45,"[14, 57, 22, 61, 17, 16, 84, 409, 82, 398, 396, 23, 19, 430, 85, 420, 87, 382]",14,57,22,61,17,16,84,409,82,398,396,23,19,430,85,420,87,382
46,"[712, 713, 169, 798, 799, 804, 808, 55, 57, 813, 5, 398, 382, 812, 425, 22, 23, 61]",712,713,169,798,799,804,808,55,57,813,5,398,382,812,425,22,23,61
47,"[57, 84, 409, 14, 61, 23, 22, 398, 29, 82, 55, 19, 420, 17, 396, 402, 169, 383]",57,84,409,14,61,23,22,398,29,82,55,19,420,17,396,402,169,383
48,"[57, 14, 61, 22, 17, 23, 84, 430, 398, 432, 19, 437, 16, 0, 409, 383, 434, 9]",57,14,61,22,17,23,84,430,398,432,19,437,16,0,409,383,434,9
49,"[57, 84, 14, 430, 61, 23, 382, 169, 398, 383, 22, 5, 420, 17, 409, 402, 11, 87]",57,84,14,430,61,23,382,169,398,383,22,5,420,17,409,402,11,87
50,"[57, 61, 430, 409, 23, 84, 100, 15, 22, 398, 9, 55, 14, 17, 19, 420, 399, 395]",57,61,430,409,23,84,100,15,22,398,9,55,14,17,19,420,399,395
51,"[57, 23, 398, 14, 22, 61, 420, 25, 383, 425, 19, 26, 430, 382, 92, 84, 432, 54]",57,23,398,14,22,61,420,25,383,425,19,26,430,382,92,84,432,54
52,"[84, 57, 23, 398, 402, 61, 82, 22, 409, 14, 396, 430, 85, 29, 41, 17, 420, 62]",84,57,23,398,402,61,82,22,409,14,396,430,85,29,41,17,420,62
53,"[15, 14, 377, 11, 248, 441, 26, 157, 5, 19, 385, 24, 57, 0, 84, 430, 398, 23]",15,14,377,11,248,441,26,157,5,19,385,24,57,0,84,430,398,23
54,"[57, 61, 14, 22, 23, 17, 84, 409, 100, 398, 402, 382, 420, 383, 16, 19, 99, 384]",57,61,14,22,23,17,84,409,100,398,402,382,420,383,16,19,99,384
55,"[57, 61, 84, 100, 14, 398, 409, 22, 430, 23, 17, 54, 420, 82, 425, 383, 169, 29]",57,61,84,100,14,398,409,22,430,23,17,54,420,82,425,383,169,29
56,"[14, 23, 15, 89, 19, 17, 57, 85, 55, 82, 54, 409, 84, 420, 432, 61, 5, 376]",14,23,15,89,19,17,57,85,55,82,54,409,84,420,432,61,5,376
57,"[57, 61, 14, 430, 84, 22, 25, 398, 9, 23, 19, 82, 17, 402, 409, 376, 440, 88]",57,61,14,430,84,22,25,398,9,23,19,82,17,402,409,376,440,88
58,"[22, 394, 430, 15, 57, 287, 380, 14, 4, 64, 170, 261, 19, 390, 302, 376, 92, 24]",22,394,430,15,57,287,380,14,4,64,170,261,19,390,302,376,92,24
59,"[198, 171, 169, 173, 398, 55, 804, 799, 798, 179, 57, 808, 165, 42, 172, 402, 170, 812]",198,171,169,173,398,55,804,799,798,179,57,808,165,42,172,402,170,812
60,"[57, 14, 61, 23, 22, 398, 409, 17, 84, 382, 383, 41, 384, 430, 425, 19, 432, 402]",57,14,61,23,22,398,409,17,84,382,383,41,384,430,425,19,432,402
61,"[14, 57, 61, 382, 88, 169, 383, 22, 84, 409, 89, 17, 432, 712, 420, 799, 411, 398]",14,57,61,382,88,169,383,22,84,409,89,17,432,712,420,799,411,398
62,"[57, 14, 16, 398, 22, 17, 409, 61, 55, 19, 382, 5, 379, 84, 23, 384, 0, 440]",57,14,16,398,22,17,409,61,55,19,382,5,379,84,23,384,0,440
63,"[14, 169, 804, 171, 798, 89, 146, 179, 808, 173, 157, 165, 172, 55, 88, 170, 149, 799]",14,169,804,171,798,89,146,179,808,173,157,165,172,55,88,170,149,799
64,"[61, 425, 84, 54, 57, 393, 14, 440, 11, 437, 22, 388, 398, 88, 420, 23, 55, 82]",61,425,84,54,57,393,14,440,11,437,22,388,398,88,420,23,55,82
65,"[0, 592, 581, 582, 583, 584, 585, 586, 587, 588, 589, 590, 591, 593, 579, 594, 595, 596]",0,592,581,582,583,584,585,586,587,588,589,590,591,593,579,594,595,596
66,"[57, 61, 14, 398, 22, 82, 402, 430, 23, 41, 9, 409, 84, 383, 43, 384, 17, 85]",57,61,14,398,22,82,402,430,23,41,9,409,84,383,43,384,17,85
67,"[55, 14, 409, 169, 402, 17, 89, 61, 41, 384, 432, 57, 42, 23, 84, 398, 88, 382]",55,14,409,169,402,17,89,61,41,384,432,57,42,23,84,398,88,382
68,"[14, 17, 84, 57, 23, 19, 22, 409, 398, 61, 382, 55, 82, 420, 388, 15, 5, 9]",14,17,84,57,23,19,22,409,398,61,382,55,82,420,388,15,5,9
69,"[57, 61, 409, 398, 17, 84, 23, 22, 19, 382, 14, 82, 402, 430, 16, 42, 388, 440]",57,61,409,398,17,84,23,22,19,382,14,82,402,430,16,42,388,440
70,"[57, 398, 61, 84, 409, 100, 23, 22, 430, 14, 17, 16, 420, 9, 432, 29, 19, 388]",57,398,61,84,409,100,23,22,430,14,17,16,420,9,432,29,19,388
71,"[14, 57, 23, 22, 17, 425, 84, 55, 402, 383, 16, 169, 61, 88, 395, 388, 376, 379]",14,57,23,22,17,425,84,55,402,383,16,169,61,88,395,388,376,379
72,"[57, 398, 61, 17, 14, 23, 19, 84, 22, 383, 409, 382, 42, 402, 92, 420, 395, 388]",57,398,61,17,14,23,19,84,22,383,409,382,42,402,92,420,395,388
73,"[0, 592, 581, 582, 583, 584, 585, 586, 587, 588, 589, 590, 591, 593, 579, 594, 595, 596]",0,592,581,582,583,584,585,586,587,588,589,590,591,593,579,594,595,596
74,"[54, 14, 376, 57, 41, 383, 5, 379, 55, 425, 409, 402, 61, 23, 382, 19, 84, 22]",54,14,376,57,41,383,5,379,55,425,409,402,61,23,382,19,84,22
75,"[57, 61, 14, 409, 398, 41, 16, 22, 384, 169, 84, 430, 395, 385, 89, 17, 23, 376]",57,61,14,409,398,41,16,22,384,169,84,430,395,385,89,17,23,376
76,"[54, 55, 61, 14, 57, 425, 398, 409, 384, 9, 23, 22, 84, 17, 430, 41, 420, 169]",54,55,61,14,57,425,398,409,384,9,23,22,84,17,430,41,420,169
77,"[57, 61, 82, 0, 22, 84, 14, 430, 398, 23, 396, 382, 409, 17, 420, 30, 31, 25]",57,61,82,0,22,84,14,430,398,23,396,382,409,17,420,30,31,25
78,"[57, 14, 398, 430, 17, 61, 22, 41, 89, 402, 42, 55, 16, 19, 64, 409, 23, 382]",57,14,398,430,17,61,22,41,89,402,42,55,16,19,64,409,23,382
79,"[0, 199, 160, 92, 134, 813, 391, 5, 61, 57, 55, 54, 420, 157, 169, 798, 804, 422]",0,199,160,92,134,813,391,5,61,57,55,54,420,157,169,798,804,422
80,"[61, 398, 23, 84, 57, 14, 440, 21, 430, 22, 432, 19, 394, 41, 409, 82, 383, 384]",61,398,23,84,57,14,440,21,430,22,432,19,394,41,409,82,383,384
81,"[14, 57, 420, 17, 388, 383, 382, 42, 169, 61, 409, 412, 384, 41, 22, 19, 395, 398]",14,57,420,17,388,383,382,42,169,61,409,412,384,41,22,19,395,398
82,"[55, 54, 57, 82, 14, 84, 23, 398, 61, 395, 22, 425, 9, 409, 420, 169, 402, 383]",55,54,57,82,14,84,23,398,61,395,22,425,9,409,420,169,402,383
83,"[14, 57, 61, 23, 398, 409, 17, 22, 19, 16, 84, 395, 29, 420, 100, 411, 383, 85]",14,57,61,23,398,409,17,22,19,16,84,395,29,420,100,411,383,85
84,"[57, 61, 398, 84, 409, 17, 22, 402, 23, 14, 430, 25, 382, 88, 16, 432, 19, 384]",57,61,398,84,409,17,22,402,23,14,430,25,382,88,16,432,19,384
85,"[55, 425, 402, 23, 169, 14, 41, 89, 403, 54, 179, 396, 31, 67, 376, 383, 377, 104]",55,425,402,23,169,14,41,89,403,54,179,396,31,67,376,383,377,104
86,"[14, 398, 57, 23, 409, 17, 402, 84, 61, 22, 420, 383, 9, 41, 88, 388, 19, 29]",14,398,57,23,409,17,402,84,61,22,420,383,9,41,88,388,19,29
87,"[57, 61, 14, 23, 409, 84, 382, 22, 402, 432, 55, 384, 17, 383, 398, 430, 425, 41]",57,61,14,23,409,84,382,22,402,432,55,384,17,383,398,430,425,41
88,"[55, 57, 84, 430, 14, 22, 382, 61, 17, 82, 169, 420, 398, 23, 29, 19, 409, 425]",55,57,84,430,14,22,382,61,17,82,169,420,398,23,29,19,409,425
89,"[55, 57, 169, 61, 425, 420, 398, 14, 54, 84, 22, 23, 430, 170, 89, 402, 409, 382]",55,57,169,61,425,420,398,14,54,84,22,23,430,170,89,402,409,382
90,"[54, 55, 412, 395, 398, 29, 42, 420, 84, 425, 61, 14, 57, 23, 27, 41, 402, 21]",54,55,412,395,398,29,42,420,84,425,61,14,57,23,27,41,402,21
91,"[14, 55, 23, 17, 22, 409, 57, 16, 425, 41, 398, 169, 171, 402, 84, 170, 383, 420]",14,55,23,17,22,409,57,16,425,41,398,169,171,402,84,170,383,420
92,"[14, 55, 376, 100, 61, 16, 409, 398, 169, 42, 382, 57, 383, 63, 425, 22, 19, 43]",14,55,376,100,61,16,409,398,169,42,382,57,383,63,425,22,19,43
93,"[55, 170, 169, 172, 88, 376, 173, 157, 808, 84, 425, 843, 179, 798, 61, 54, 41, 146]",55,170,169,172,88,376,173,157,808,84,425,843,179,798,61,54,41,146
94,"[55, 425, 14, 54, 89, 42, 169, 61, 57, 383, 179, 19, 376, 382, 23, 398, 420, 171]",55,425,14,54,89,42,169,61,57,383,179,19,376,382,23,398,420,171
95,"[57, 14, 22, 23, 61, 84, 17, 0, 409, 16, 398, 382, 430, 420, 384, 88, 19, 402]",57,14,22,23,61,84,17,0,409,16,398,382,430,420,384,88,19,402
96,"[55, 61, 57, 41, 42, 425, 402, 14, 88, 398, 22, 420, 16, 412, 430, 23, 395, 43]",55,61,57,41,42,425,402,14,88,398,22,420,16,412,430,23,395,43
97,"[57, 17, 22, 61, 383, 23, 19, 14, 398, 420, 84, 15, 26, 382, 432, 409, 430, 392]",57,17,22,61,383,23,19,14,398,420,84,15,26,382,432,409,430,392
98,"[57, 61, 14, 84, 22, 23, 409, 55, 430, 17, 398, 432, 420, 16, 19, 82, 382, 383]",57,61,14,84,22,23,409,55,430,17,398,432,420,16,19,82,382,383
99,"[57, 61, 84, 22, 23, 382, 379, 19, 14, 17, 398, 383, 380, 89, 376, 395, 440, 377]",57,61,84,22,23,382,379,19,14,17,398,383,380,89,376,395,440,377
100,"[61, 57, 409, 398, 84, 14, 23, 42, 16, 402, 22, 430, 19, 17, 440, 395, 382, 41]",61,57,409,398,84,14,23,42,16,402,22,430,19,17,440,395,382,41
101,"[55, 104, 100, 26, 23, 169, 409, 57, 712, 5, 798, 14, 29, 88, 146, 61, 198, 402]",55,104,100,26,23,169,409,57,712,5,798,14,29,88,146,61,198,402
102,"[23, 22, 57, 84, 398, 61, 24, 440, 14, 82, 0, 25, 412, 420, 399, 409, 382, 430]",23,22,57,84,398,61,24,440,14,82,0,25,412,420,399,409,382,430
103,"[84, 57, 420, 16, 61, 22, 17, 440, 398, 409, 382, 430, 23, 82, 5, 85, 14, 396]",84,57,420,16,61,22,17,440,398,409,382,430,23,82,5,85,14,396
104,"[55, 382, 57, 409, 88, 61, 383, 14, 22, 84, 23, 19, 17, 5, 16, 9, 379, 42]",55,382,57,409,88,61,383,14,22,84,23,19,17,5,16,9,379,42
105,"[57, 61, 398, 84, 23, 14, 55, 17, 430, 396, 22, 400, 409, 19, 440, 86, 402, 393]",57,61,398,84,23,14,55,17,430,396,22,400,409,19,440,86,402,393
106,"[14, 57, 22, 61, 712, 398, 402, 19, 409, 17, 169, 84, 420, 89, 23, 376, 382, 9]",14,57,22,61,712,398,402,19,409,17,169,84,420,89,23,376,382,9
107,"[57, 61, 55, 398, 82, 23, 382, 84, 383, 14, 22, 5, 440, 430, 92, 25, 169, 170]",57,61,55,398,82,23,382,84,383,14,22,5,440,430,92,25,169,170
108,"[0, 592, 581, 582, 583, 584, 585, 586, 587, 588, 589, 590, 591, 593, 579, 594, 595, 596]",0,592,581,582,583,584,585,586,587,588,589,590,591,593,579,594,595,596
109,"[57, 61, 398, 14, 55, 23, 409, 16, 430, 17, 425, 384, 22, 84, 420, 402, 393, 383]",57,61,398,14,55,23,409,16,430,17,425,384,22,84,420,402,393,383
110,"[14, 26, 380, 19, 379, 430, 402, 22, 55, 394, 41, 57, 169, 256, 89, 15, 17, 383]",14,26,380,19,379,430,402,22,55,394,41,57,169,256,89,15,17,383
111,"[0, 89, 5, 383, 158, 712, 432, 23, 398, 55, 62, 382, 440, 443, 420, 409, 57, 441]",0,89,5,383,158,712,432,23,398,55,62,382,440,443,420,409,57,441
112,"[61, 382, 57, 383, 14, 384, 380, 432, 88, 398, 5, 377, 420, 379, 169, 22, 17, 19]",61,382,57,383,14,384,380,432,88,398,5,377,420,379,169,22,17,19
113,"[23, 57, 22, 382, 420, 383, 398, 14, 19, 61, 409, 419, 92, 75, 84, 15, 17, 25]",23,57,22,382,420,383,398,14,19,61,409,419,92,75,84,15,17,25
114,"[57, 61, 398, 22, 14, 84, 17, 420, 383, 19, 388, 425, 23, 409, 430, 29, 55, 100]",57,61,398,22,14,84,17,420,383,19,388,425,23,409,430,29,55,100
115,"[57, 61, 14, 22, 23, 100, 420, 398, 84, 379, 382, 409, 383, 17, 402, 16, 430, 29]",57,61,14,22,23,100,420,398,84,379,382,409,383,17,402,16,430,29
116,"[57, 61, 14, 100, 22, 84, 398, 409, 16, 23, 19, 17, 382, 88, 430, 9, 383, 432]",57,61,14,100,22,84,398,409,16,23,19,17,382,88,430,9,383,432
117,"[57, 82, 23, 22, 420, 14, 430, 61, 421, 25, 54, 84, 17, 55, 425, 19, 396, 419]",57,82,23,22,420,14,430,61,421,25,54,84,17,55,425,19,396,419
118,"[0, 592, 581, 582, 583, 584, 585, 586, 587, 588, 589, 590, 591, 593, 579, 594, 595, 596]",0,592,581,582,583,584,585,586,587,588,589,590,591,593,579,594,595,596
119,"[23, 14, 17, 22, 409, 19, 57, 61, 398, 383, 382, 430, 402, 84, 16, 379, 41, 388]",23,14,17,22,409,19,57,61,398,383,382,430,402,84,16,379,41,388
120,"[57, 14, 84, 61, 22, 16, 17, 9, 23, 398, 409, 19, 87, 383, 169, 430, 420, 382]",57,14,84,61,22,16,17,9,23,398,409,19,87,383,169,430,420,382
121,"[57, 84, 61, 55, 409, 430, 432, 22, 398, 14, 25, 82, 420, 17, 23, 89, 440, 9]",57,84,61,55,409,430,432,22,398,14,25,82,420,17,23,89,440,9
122,"[712, 55, 54, 169, 798, 382, 425, 42, 57, 84, 398, 82, 22, 715, 41, 275, 89, 302]",712,55,54,169,798,382,425,42,57,84,398,82,22,715,41,275,89,302
123,"[57, 61, 14, 430, 22, 84, 409, 398, 23, 17, 19, 9, 420, 16, 432, 376, 382, 82]",57,61,14,430,22,84,409,398,23,17,19,9,420,16,432,376,382,82
124,"[61, 57, 398, 14, 430, 16, 393, 23, 22, 9, 19, 798, 84, 55, 409, 17, 425, 440]",61,57,398,14,430,16,393,23,22,9,19,798,84,55,409,17,425,440
125,"[57, 14, 61, 398, 84, 22, 17, 55, 430, 82, 383, 23, 19, 382, 16, 420, 392, 54]",57,14,61,398,84,22,17,55,430,82,383,23,19,382,16,420,392,54
126,"[57, 61, 14, 22, 398, 430, 23, 84, 420, 19, 379, 82, 382, 17, 409, 380, 432, 384]",57,61,14,22,398,430,23,84,420,19,379,82,382,17,409,380,432,384
127,"[0, 592, 581, 582, 583, 584, 585, 586, 587, 588, 589, 590, 591, 593, 579, 594, 595, 596]",0,592,581,582,583,584,585,586,587,588,589,590,591,593,579,594,595,596
128,"[57, 61, 430, 14, 409, 398, 22, 84, 23, 17, 19, 16, 431, 432, 0, 25, 402, 10]",57,61,430,14,409,398,22,84,23,17,19,16,431,432,0,25,402,10
129,"[14, 57, 61, 398, 84, 22, 17, 409, 23, 432, 86, 396, 430, 382, 383, 92, 420, 85]",14,57,61,398,84,22,17,409,23,432,86,396,430,382,383,92,420,85
130,"[409, 23, 398, 14, 84, 22, 57, 16, 17, 402, 61, 19, 382, 383, 9, 396, 384, 42]",409,23,398,14,84,22,57,16,17,402,61,19,382,383,9,396,384,42
131,"[14, 57, 84, 61, 22, 23, 100, 430, 398, 99, 383, 402, 17, 409, 382, 19, 384, 86]",14,57,84,61,22,23,100,430,398,99,383,402,17,409,382,19,384,86
132,"[57, 14, 398, 61, 430, 409, 84, 23, 55, 17, 22, 16, 420, 29, 19, 393, 396, 376]",57,14,398,61,430,409,84,23,55,17,22,16,420,29,19,393,396,376
133,"[57, 14, 84, 61, 22, 398, 383, 19, 17, 382, 23, 395, 5, 420, 376, 16, 379, 411]",57,14,84,61,22,398,383,19,17,382,23,395,5,420,376,16,379,411
134,"[84, 23, 82, 17, 420, 19, 57, 88, 14, 22, 0, 382, 396, 395, 398, 61, 89, 798]",84,23,82,17,420,19,57,88,14,22,0,382,396,395,398,61,89,798
135,"[57, 61, 398, 14, 409, 84, 16, 9, 23, 430, 396, 17, 22, 55, 425, 440, 10, 432]",57,61,398,14,409,84,16,9,23,430,396,17,22,55,425,440,10,432
136,"[379, 92, 64, 57, 430, 388, 382, 5, 386, 437, 395, 41, 384, 377, 87, 9, 23, 423]",379,92,64,57,430,388,382,5,386,437,395,41,384,377,87,9,23,423
137,"[425, 14, 409, 57, 61, 54, 17, 9, 420, 42, 398, 55, 22, 169, 402, 19, 41, 16]",425,14,409,57,61,54,17,9,420,42,398,55,22,169,402,19,41,16
138,"[55, 61, 409, 57, 16, 9, 19, 170, 393, 18, 42, 23, 25, 14, 798, 430, 10, 398]",55,61,409,57,16,9,19,170,393,18,42,23,25,14,798,430,10,398
139,"[57, 61, 14, 398, 23, 430, 22, 19, 420, 84, 425, 383, 17, 21, 55, 393, 396, 9]",57,61,14,398,23,430,22,19,420,84,425,383,17,21,55,393,396,9
140,"[14, 57, 409, 61, 17, 398, 22, 23, 16, 55, 411, 712, 15, 84, 19, 396, 10, 384]",14,57,409,61,17,398,22,23,16,55,411,712,15,84,19,396,10,384
141,"[57, 99, 55, 89, 19, 420, 61, 419, 84, 388, 14, 17, 22, 16, 9, 18, 86, 409]",57,99,55,89,19,420,61,419,84,388,14,17,22,16,9,18,86,409
142,"[420, 57, 55, 382, 22, 23, 169, 61, 14, 383, 388, 89, 425, 19, 5, 42, 54, 376]",420,57,55,382,22,23,169,61,14,383,388,89,425,19,5,42,54,376
143,"[57, 61, 84, 398, 432, 17, 14, 23, 22, 420, 400, 87, 430, 169, 425, 19, 409, 82]",57,61,84,398,432,17,14,23,22,420,400,87,430,169,425,19,409,82
144,"[57, 61, 84, 430, 14, 22, 23, 19, 17, 398, 383, 88, 409, 382, 100, 420, 432, 376]",57,61,84,430,14,22,23,19,17,398,383,88,409,382,100,420,432,376
145,"[14, 23, 380, 382, 22, 383, 379, 84, 61, 376, 57, 5, 100, 19, 377, 17, 92, 384]",14,23,380,382,22,383,379,84,61,376,57,5,100,19,377,17,92,384
146,"[14, 409, 398, 16, 57, 55, 17, 402, 22, 23, 19, 84, 425, 61, 382, 420, 411, 9]",14,409,398,16,57,55,17,402,22,23,19,84,425,61,382,420,411,9
147,"[798, 55, 799, 804, 169, 198, 800, 42, 0, 61, 203, 14, 812, 808, 805, 23, 19, 409]",798,55,799,804,169,198,800,42,0,61,203,14,812,808,805,23,19,409
