user_id,items,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
29,"[57, 409, 17, 61, 398, 100, 23, 19, 16, 55, 14, 22, 402, 84, 41, 15, 393, 379]",57,409,17,61,398,100,23,19,16,55,14,22,402,84,41,15,393,379
30,"[712, 55, 57, 22, 420, 23, 84, 713, 398, 430, 14, 5, 61, 431, 379, 382, 425, 380]",712,55,57,22,420,23,84,713,398,430,14,5,61,431,379,382,425,380
31,"[84, 82, 87, 57, 23, 398, 409, 25, 16, 61, 395, 14, 17, 411, 396, 22, 31, 24]",84,82,87,57,23,398,409,25,16,61,395,14,17,411,396,22,31,24
32,"[57, 430, 15, 22, 61, 84, 17, 383, 14, 5, 23, 19, 398, 382, 420, 25, 41, 440]",57,430,15,22,61,84,17,383,14,5,23,19,398,382,420,25,41,440
33,"[14, 420, 382, 383, 89, 41, 17, 384, 84, 88, 432, 5, 61, 57, 798, 19, 92, 22]",14,420,382,383,89,41,17,384,84,88,432,5,61,57,798,19,92,22
34,"[57, 398, 89, 169, 23, 383, 88, 0, 420, 170, 61, 798, 157, 84, 22, 443, 391, 382]",57,398,89,169,23,383,88,0,420,170,61,798,157,84,22,443,391,382
35,"[61, 57, 398, 14, 22, 84, 17, 9, 19, 23, 409, 29, 403, 16, 42, 402, 54, 395]",61,57,398,14,22,84,17,9,19,23,409,29,403,16,42,402,54,395
36,"[0, 61, 171, 169, 380, 5, 179, 804, 170, 57, 813, 163, 808, 838, 172, 237, 236, 222]",0,61,171,169,380,5,179,804,170,57,813,163,808,838,172,237,236,222
37,"[57, 61, 14, 22, 398, 82, 16, 409, 17, 19, 84, 100, 430, 380, 41, 15, 402, 382]",57,61,14,22,398,82,16,409,17,19,84,100,430,380,41,15,402,382
38,"[57, 14, 409, 22, 61, 9, 169, 382, 17, 432, 425, 398, 84, 19, 25, 808, 55, 23]",57,14,409,22,61,9,169,382,17,432,425,398,84,19,25,808,55,23
39,"[15, 57, 19, 26, 380, 61, 398, 22, 17, 14, 430, 402, 24, 394, 84, 41, 0, 393]",15,57,19,26,380,61,398,22,17,14,430,402,24,394,84,41,0,393
40,"[14, 398, 17, 23, 57, 84, 396, 409, 30, 22, 712, 19, 9, 42, 402, 395, 61, 27]",14,398,17,23,57,84,396,409,30,22,712,19,9,42,402,395,61,27
41,"[61, 57, 23, 398, 14, 402, 41, 412, 84, 21, 384, 420, 22, 396, 395, 409, 400, 9]",61,57,23,398,14,402,41,412,84,21,384,420,22,396,395,409,400,9
42,"[57, 61, 14, 23, 398, 420, 425, 22, 17, 55, 29, 16, 396, 402, 19, 409, 84, 42]",57,61,14,23,398,420,425,22,17,55,29,16,396,402,19,409,84,42
43,"[14, 57, 84, 22, 169, 19, 17, 61, 16, 382, 409, 100, 430, 55, 380, 15, 398, 384]",14,57,84,22,169,19,17,61,16,382,409,100,430,55,380,15,398,384
44,"[712, 714, 713, 88, 253, 799, 204, 42, 103, 135, 808, 732, 606, 22, 599, 602, 585, 586]",712,714,713,88,253,799,204,42,103,135,808,732,606,22,599,602,585,586
45,"[57, 14, 22, 84, 23, 61, 82, 409, 396, 17, 430, 85, 398, 16, 0, 420, 19, 29]",57,14,22,84,23,61,82,409,396,17,430,85,398,16,0,420,19,29
46,"[712, 713, 798, 55, 808, 169, 799, 425, 42, 804, 383, 54, 376, 382, 170, 5, 41, 57]",712,713,798,55,808,169,799,425,42,804,383,54,376,382,170,5,41,57
47,"[14, 57, 61, 398, 84, 409, 23, 29, 22, 19, 82, 17, 402, 55, 42, 420, 30, 396]",14,57,61,398,84,409,23,29,22,19,82,17,402,55,42,420,30,396
48,"[57, 14, 22, 61, 17, 16, 19, 432, 409, 398, 23, 376, 21, 382, 383, 430, 84, 15]",57,14,22,61,17,16,19,432,409,398,23,376,21,382,383,430,84,15
49,"[57, 84, 61, 430, 382, 14, 383, 420, 169, 5, 22, 432, 19, 87, 11, 804, 398, 379]",57,84,61,430,382,14,383,420,169,5,22,432,19,87,11,804,398,379
50,"[57, 61, 409, 23, 430, 100, 84, 9, 15, 22, 14, 384, 420, 55, 399, 17, 19, 398]",57,61,409,23,430,100,84,9,15,22,14,384,420,55,399,17,19,398
51,"[57, 398, 22, 14, 23, 61, 25, 420, 17, 430, 425, 402, 382, 84, 26, 383, 54, 19]",57,398,22,14,23,61,25,420,17,430,425,402,382,84,26,383,54,19
52,"[84, 57, 402, 61, 398, 23, 82, 22, 409, 85, 430, 383, 14, 55, 41, 86, 17, 382]",84,57,402,61,398,23,82,22,409,85,430,383,14,55,41,86,17,382
53,"[57, 15, 22, 14, 61, 430, 17, 19, 382, 5, 398, 409, 84, 393, 383, 25, 379, 380]",57,15,22,14,61,430,17,19,382,5,398,409,84,393,383,25,379,380
54,"[14, 57, 61, 23, 84, 22, 17, 398, 409, 402, 100, 420, 430, 382, 43, 25, 26, 24]",14,57,61,23,84,22,17,398,409,402,100,420,430,382,43,25,26,24
55,"[57, 61, 84, 409, 14, 22, 430, 398, 17, 100, 82, 420, 54, 23, 9, 169, 16, 383]",57,61,84,409,14,22,430,398,17,100,82,420,54,23,9,169,16,383
56,"[14, 15, 23, 89, 19, 57, 82, 409, 17, 85, 54, 84, 55, 420, 41, 398, 88, 376]",14,15,23,89,19,57,82,409,17,85,54,84,55,420,41,398,88,376
57,"[57, 61, 84, 430, 14, 398, 25, 22, 9, 23, 19, 409, 425, 169, 17, 402, 82, 383]",57,61,84,430,14,398,25,22,9,23,19,409,425,169,17,402,82,383
58,"[22, 14, 57, 0, 84, 712, 89, 380, 82, 5, 41, 15, 420, 432, 398, 17, 23, 396]",22,14,57,0,84,712,89,380,82,5,41,15,420,432,398,17,23,396
59,"[55, 198, 171, 173, 804, 398, 57, 808, 169, 420, 172, 25, 799, 798, 812, 421, 179, 432]",55,198,171,173,804,398,57,808,169,420,172,25,799,798,812,421,179,432
60,"[57, 14, 23, 61, 398, 22, 409, 84, 17, 430, 382, 383, 420, 425, 41, 25, 19, 402]",57,14,23,61,398,22,409,84,17,430,382,383,420,425,41,25,19,402
61,"[57, 14, 61, 382, 22, 17, 409, 84, 169, 5, 19, 398, 88, 380, 420, 383, 379, 376]",57,14,61,382,22,17,409,84,169,5,19,398,88,380,420,383,379,376
62,"[55, 57, 22, 14, 398, 440, 409, 16, 17, 382, 5, 61, 19, 379, 23, 0, 84, 384]",55,57,22,14,398,440,409,16,17,382,5,61,19,379,23,0,84,384
63,"[169, 804, 179, 798, 157, 171, 170, 146, 89, 165, 14, 808, 173, 149, 799, 384, 198, 203]",169,804,179,798,157,171,170,146,89,165,14,808,173,149,799,384,198,203
64,"[61, 425, 55, 440, 14, 57, 84, 22, 54, 398, 248, 393, 23, 376, 5, 430, 388, 19]",61,425,55,440,14,57,84,22,54,398,248,393,23,376,5,430,388,19
65,"[14, 169, 22, 171, 30, 112, 84, 142, 149, 17, 23, 61, 257, 165, 57, 398, 383, 170]",14,169,22,171,30,112,84,142,149,17,23,61,257,165,57,398,383,170
66,"[57, 14, 61, 398, 82, 22, 430, 41, 409, 9, 383, 402, 43, 23, 17, 84, 425, 89]",57,14,61,398,82,22,430,41,409,9,383,402,43,23,17,84,425,89
67,"[55, 14, 409, 169, 17, 384, 89, 84, 23, 402, 19, 42, 382, 61, 432, 398, 170, 88]",55,14,409,169,17,384,89,84,23,402,19,42,382,61,432,398,170,88
68,"[57, 14, 17, 23, 61, 19, 84, 398, 22, 409, 55, 430, 5, 382, 88, 420, 380, 9]",57,14,17,23,61,19,84,398,22,409,55,430,5,382,88,420,380,9
69,"[409, 57, 61, 398, 17, 23, 16, 84, 19, 22, 14, 382, 82, 402, 430, 420, 88, 379]",409,57,61,398,17,23,16,84,19,22,14,382,82,402,430,420,88,379
70,"[57, 398, 84, 409, 23, 61, 420, 100, 14, 430, 22, 388, 17, 395, 16, 29, 382, 0]",57,398,84,409,23,61,420,100,14,430,22,388,17,395,16,29,382,0
71,"[57, 61, 55, 14, 22, 398, 411, 84, 41, 23, 16, 17, 402, 425, 169, 383, 5, 42]",57,61,55,14,22,398,411,84,41,23,16,17,402,425,169,383,5,42
72,"[57, 398, 61, 17, 14, 23, 84, 22, 19, 409, 382, 383, 420, 402, 42, 29, 388, 41]",57,398,61,17,14,23,84,22,19,409,382,383,420,402,42,29,388,41
73,"[14, 57, 409, 23, 61, 398, 17, 84, 420, 382, 19, 383, 22, 169, 402, 16, 384, 24]",14,57,409,23,61,398,17,84,420,382,19,383,22,169,402,16,384,24
74,"[54, 14, 57, 409, 41, 55, 383, 376, 425, 23, 5, 398, 379, 17, 102, 61, 84, 388]",54,14,57,409,41,55,383,376,425,23,5,398,379,17,102,61,84,388
75,"[57, 61, 409, 14, 16, 398, 41, 84, 22, 430, 384, 382, 17, 169, 432, 385, 89, 23]",57,61,409,14,16,398,41,84,22,430,384,382,17,169,432,385,89,23
76,"[54, 57, 55, 425, 61, 14, 398, 23, 22, 430, 409, 84, 432, 420, 17, 9, 712, 384]",54,57,55,425,61,14,398,23,22,430,409,84,432,420,17,9,712,384
77,"[57, 61, 82, 22, 84, 14, 17, 398, 382, 396, 0, 19, 409, 431, 430, 16, 395, 30]",57,61,82,22,84,14,17,398,382,396,0,19,409,431,430,16,395,30
78,"[57, 14, 430, 61, 398, 17, 425, 383, 25, 41, 432, 0, 22, 402, 23, 84, 382, 409]",57,14,430,61,398,17,425,383,25,41,432,0,22,402,23,84,382,409
79,"[89, 391, 92, 0, 813, 199, 160, 812, 712, 55, 5, 134, 67, 422, 149, 229, 168, 14]",89,391,92,0,813,199,160,812,712,55,5,134,67,422,149,229,168,14
80,"[23, 61, 398, 84, 57, 14, 384, 440, 22, 88, 409, 21, 87, 425, 41, 430, 382, 15]",23,61,398,84,57,14,384,440,22,88,409,21,87,425,41,430,382,15
81,"[57, 14, 420, 19, 383, 382, 42, 384, 41, 61, 169, 23, 22, 388, 402, 17, 89, 409]",57,14,420,19,383,382,42,384,41,61,169,23,22,388,402,17,89,409
82,"[57, 55, 54, 14, 84, 82, 23, 61, 409, 21, 398, 9, 412, 22, 425, 41, 85, 402]",57,55,54,14,84,82,23,61,409,21,398,9,412,22,425,41,85,402
83,"[14, 61, 398, 57, 23, 409, 17, 22, 84, 19, 16, 29, 420, 100, 85, 41, 395, 402]",14,61,398,57,23,409,17,22,84,19,16,29,420,100,85,41,395,402
84,"[57, 61, 398, 17, 430, 23, 22, 84, 409, 25, 19, 14, 402, 382, 41, 384, 88, 16]",57,61,398,17,430,23,22,84,409,25,19,14,402,382,41,384,88,16
85,"[55, 425, 23, 54, 402, 14, 398, 169, 396, 31, 377, 409, 412, 380, 57, 29, 208, 173]",55,425,23,54,402,14,398,169,396,31,377,409,412,380,57,29,208,173
86,"[14, 398, 17, 409, 23, 402, 22, 57, 420, 29, 84, 19, 61, 388, 395, 100, 88, 42]",14,398,17,409,23,402,22,57,420,29,84,19,61,388,395,100,88,42
87,"[57, 61, 23, 14, 84, 22, 55, 402, 409, 382, 383, 432, 398, 425, 17, 430, 16, 384]",57,61,23,14,84,22,55,402,409,382,383,432,398,425,17,430,16,384
88,"[55, 57, 61, 22, 14, 82, 104, 84, 430, 17, 398, 420, 169, 382, 0, 19, 425, 16]",55,57,61,22,14,82,104,84,430,17,398,420,169,382,0,19,425,16
89,"[55, 57, 425, 61, 398, 420, 402, 430, 169, 54, 84, 409, 23, 14, 42, 88, 22, 41]",55,57,425,61,398,420,402,430,169,54,84,409,23,14,42,88,22,41
90,"[54, 398, 55, 420, 412, 41, 425, 14, 29, 57, 395, 61, 42, 400, 402, 84, 23, 17]",54,398,55,420,412,41,425,14,29,57,395,61,42,400,402,84,23,17
91,"[14, 55, 23, 22, 409, 57, 425, 17, 16, 169, 402, 171, 398, 84, 41, 19, 383, 61]",14,55,23,22,409,57,425,17,16,169,402,171,398,84,41,19,383,61
92,"[14, 55, 16, 169, 57, 382, 398, 376, 22, 420, 61, 19, 409, 425, 100, 383, 88, 17]",14,55,16,169,57,382,398,376,22,420,61,19,409,425,100,383,88,17
93,"[55, 172, 170, 169, 173, 179, 61, 396, 843, 157, 376, 798, 808, 88, 54, 804, 104, 23]",55,172,170,169,173,179,61,396,843,157,376,798,808,88,54,804,104,23
94,"[55, 425, 89, 14, 54, 134, 712, 42, 412, 88, 21, 179, 383, 798, 171, 23, 400, 135]",55,425,89,14,54,134,712,42,412,88,21,179,383,798,171,23,400,135
95,"[14, 57, 61, 22, 84, 23, 17, 398, 409, 382, 16, 19, 430, 55, 88, 425, 395, 420]",14,57,61,22,84,23,17,398,409,382,16,19,430,55,88,425,395,420
96,"[57, 55, 61, 398, 402, 430, 22, 420, 41, 88, 14, 425, 42, 84, 400, 23, 412, 409]",57,55,61,398,402,430,22,420,41,88,14,425,42,84,400,23,412,409
97,"[57, 22, 61, 17, 19, 14, 23, 420, 15, 383, 26, 398, 85, 84, 409, 382, 432, 430]",57,22,61,17,19,14,23,420,15,383,26,398,85,84,409,382,432,430
98,"[57, 61, 14, 23, 84, 22, 409, 430, 55, 420, 382, 17, 398, 432, 9, 383, 16, 19]",57,61,14,23,84,22,409,430,55,420,382,17,398,432,9,383,16,19
99,"[57, 61, 84, 22, 23, 398, 17, 14, 82, 19, 402, 29, 382, 395, 55, 379, 383, 376]",57,61,84,22,23,398,17,14,82,19,402,29,382,395,55,379,383,376
100,"[61, 57, 84, 409, 14, 398, 22, 23, 402, 16, 17, 430, 440, 29, 19, 42, 395, 420]",61,57,84,409,14,398,22,23,402,16,17,430,440,29,19,42,395,420
101,"[55, 104, 100, 169, 23, 26, 712, 54, 29, 798, 409, 62, 25, 198, 57, 146, 402, 713]",55,104,100,169,23,26,712,54,29,798,409,62,25,198,57,146,402,713
102,"[84, 23, 57, 17, 398, 61, 22, 86, 14, 0, 430, 25, 24, 82, 409, 437, 382, 440]",84,23,57,17,398,61,22,86,14,0,430,25,24,82,409,437,382,440
103,"[84, 804, 392, 57, 420, 391, 0, 425, 67, 419, 382, 16, 42, 82, 61, 41, 441, 393]",84,804,392,57,420,391,0,425,67,419,382,16,42,82,61,41,441,393
104,"[55, 61, 57, 14, 409, 88, 382, 22, 84, 23, 383, 19, 425, 82, 9, 398, 17, 54]",55,61,57,14,409,88,382,22,84,23,383,19,425,82,9,398,17,54
105,"[57, 398, 61, 84, 14, 55, 17, 23, 22, 430, 400, 86, 420, 396, 85, 19, 440, 409]",57,398,61,84,14,55,17,23,22,430,400,86,420,396,85,19,440,409
106,"[57, 14, 61, 22, 84, 17, 19, 23, 398, 409, 388, 420, 430, 440, 402, 712, 432, 382]",57,14,61,22,84,17,19,23,398,409,388,420,430,440,402,712,432,382
107,"[57, 61, 398, 55, 23, 84, 440, 14, 383, 382, 169, 5, 92, 22, 25, 430, 170, 82]",57,61,398,55,23,84,440,14,383,382,169,5,92,22,25,430,170,82
108,"[17, 16, 409, 14, 425, 15, 25, 89, 21, 5, 169, 437, 22, 55, 382, 23, 57, 24]",17,16,409,14,425,15,25,89,21,5,169,437,22,55,382,23,57,24
109,"[57, 61, 398, 409, 430, 16, 23, 14, 22, 55, 84, 425, 384, 440, 17, 420, 393, 402]",57,61,398,409,430,16,23,14,22,55,84,425,384,440,17,420,393,402
110,"[14, 26, 380, 19, 402, 396, 22, 61, 85, 382, 379, 89, 41, 412, 57, 15, 409, 23]",14,26,380,19,402,396,22,61,85,382,379,89,41,412,57,15,409,23
111,"[5, 383, 14, 382, 384, 100, 0, 89, 84, 22, 102, 57, 432, 798, 19, 101, 420, 61]",5,383,14,382,384,100,0,89,84,22,102,57,432,798,19,101,420,61
112,"[382, 380, 384, 379, 57, 61, 14, 383, 377, 88, 5, 0, 169, 84, 19, 398, 22, 432]",382,380,384,379,57,61,14,383,377,88,5,0,169,84,19,398,22,432
113,"[23, 57, 22, 383, 19, 382, 15, 398, 31, 14, 420, 17, 84, 396, 89, 55, 425, 25]",23,57,22,383,19,382,15,398,31,14,420,17,84,396,89,55,425,25
114,"[57, 61, 398, 420, 22, 14, 55, 425, 54, 84, 17, 23, 19, 92, 383, 430, 388, 29]",57,61,398,420,22,14,55,425,54,84,17,23,19,92,383,430,388,29
115,"[14, 57, 23, 61, 17, 84, 22, 430, 379, 382, 420, 19, 398, 395, 89, 100, 409, 383]",14,57,23,61,17,84,22,430,379,382,420,19,398,395,89,100,409,383
116,"[57, 14, 61, 398, 100, 22, 84, 23, 409, 16, 17, 9, 88, 82, 383, 43, 19, 89]",57,14,61,398,100,22,84,23,409,16,17,9,88,82,383,43,19,89
117,"[57, 55, 420, 54, 22, 82, 61, 23, 430, 14, 84, 17, 425, 25, 5, 421, 712, 0]",57,55,420,54,22,82,61,23,430,14,84,17,425,25,5,421,712,0
118,"[248, 89, 0, 170, 424, 14, 712, 42, 55, 54, 57, 43, 422, 713, 203, 92, 425, 380]",248,89,0,170,424,14,712,42,55,54,57,43,422,713,203,92,425,380
119,"[23, 14, 57, 409, 17, 22, 19, 61, 402, 398, 382, 383, 16, 84, 420, 379, 42, 169]",23,14,57,409,17,22,19,61,402,398,382,383,16,84,420,379,42,169
120,"[57, 84, 14, 61, 22, 17, 420, 23, 19, 430, 383, 398, 409, 85, 86, 16, 382, 9]",57,84,14,61,22,17,420,23,19,430,383,398,409,85,86,16,382,9
121,"[57, 61, 84, 55, 409, 430, 25, 432, 22, 398, 23, 14, 420, 82, 17, 89, 169, 88]",57,61,84,55,409,430,25,432,22,398,23,14,420,82,17,89,169,88
122,"[712, 55, 89, 724, 21, 57, 382, 54, 14, 22, 425, 23, 112, 67, 173, 409, 376, 86]",712,55,89,724,21,57,382,54,14,22,425,23,112,67,173,409,376,86
123,"[57, 61, 14, 398, 409, 23, 84, 430, 19, 17, 16, 22, 9, 376, 402, 382, 82, 42]",57,61,14,398,409,23,84,430,19,17,16,22,9,376,402,382,82,42
124,"[398, 61, 57, 14, 430, 5, 382, 84, 23, 55, 169, 9, 420, 88, 22, 402, 376, 19]",398,61,57,14,430,5,382,84,23,55,169,9,420,88,22,402,376,19
125,"[57, 14, 61, 22, 430, 84, 55, 398, 17, 16, 383, 82, 15, 420, 23, 382, 432, 54]",57,14,61,22,430,84,55,398,17,16,383,82,15,420,23,382,432,54
126,"[57, 22, 61, 14, 430, 398, 23, 82, 420, 84, 88, 409, 55, 19, 376, 5, 17, 712]",57,22,61,14,430,398,23,82,420,84,88,409,55,19,376,5,17,712
127,"[437, 409, 422, 14, 41, 153, 0, 426, 398, 54, 712, 440, 61, 55, 42, 445, 84, 21]",437,409,422,14,41,153,0,426,398,54,712,440,61,55,42,445,84,21
128,"[57, 61, 430, 409, 14, 398, 22, 84, 23, 16, 17, 10, 420, 440, 382, 19, 431, 432]",57,61,430,409,14,398,22,84,23,16,17,10,420,440,382,19,431,432
129,"[14, 57, 84, 22, 61, 409, 23, 398, 432, 86, 85, 17, 420, 382, 88, 383, 384, 435]",14,57,84,22,61,409,23,398,432,86,85,17,420,382,88,383,384,435
130,"[409, 14, 84, 23, 16, 57, 22, 398, 17, 61, 19, 402, 382, 383, 379, 25, 384, 9]",409,14,84,23,16,57,22,398,17,61,19,402,382,383,379,25,384,9
131,"[57, 22, 14, 430, 61, 23, 84, 17, 25, 398, 100, 19, 169, 409, 383, 798, 799, 402]",57,22,14,430,61,23,84,17,25,398,100,19,169,409,383,798,799,402
132,"[57, 14, 398, 61, 55, 84, 430, 23, 22, 409, 420, 29, 17, 376, 169, 396, 395, 16]",57,14,398,61,55,84,430,23,22,409,420,29,17,376,169,396,395,16
133,"[57, 84, 14, 22, 383, 382, 61, 5, 17, 398, 23, 376, 19, 395, 388, 88, 420, 379]",57,84,14,22,383,382,61,5,17,398,23,376,19,395,388,88,420,379
134,"[23, 396, 420, 57, 84, 61, 82, 88, 17, 19, 14, 395, 22, 89, 42, 382, 86, 400]",23,396,420,57,84,61,82,88,17,19,14,395,22,89,42,382,86,400
135,"[57, 398, 61, 84, 23, 14, 409, 16, 22, 432, 425, 430, 19, 9, 17, 382, 402, 88]",57,398,61,84,23,14,409,16,22,432,425,430,19,9,17,382,402,88
136,"[23, 22, 24, 379, 392, 14, 421, 0, 419, 84, 15, 21, 92, 89, 406, 441, 57, 61]",23,22,24,379,392,14,421,0,419,84,15,21,92,89,406,441,57,61
137,"[14, 409, 61, 57, 402, 425, 17, 16, 19, 420, 22, 9, 169, 398, 42, 382, 54, 23]",14,409,61,57,402,425,17,16,19,420,22,9,169,398,42,382,54,23
138,"[55, 61, 409, 57, 16, 9, 18, 170, 19, 402, 169, 17, 383, 393, 25, 104, 88, 84]",55,61,409,57,16,9,18,170,19,402,169,17,383,393,25,104,88,84
139,"[57, 61, 425, 22, 23, 14, 17, 383, 19, 398, 420, 430, 9, 21, 84, 25, 169, 89]",57,61,425,22,23,14,17,383,19,398,420,430,9,21,84,25,169,89
140,"[14, 409, 17, 22, 57, 19, 61, 712, 398, 55, 411, 23, 16, 15, 9, 396, 21, 84]",14,409,17,22,57,19,61,712,398,55,411,23,16,15,9,396,21,84
141,"[55, 89, 14, 420, 57, 382, 41, 42, 19, 84, 379, 22, 21, 383, 88, 61, 380, 402]",55,89,14,420,57,382,41,42,19,84,379,22,21,383,88,61,380,402
142,"[57, 420, 55, 382, 22, 383, 169, 14, 425, 23, 19, 376, 388, 398, 61, 89, 42, 5]",57,420,55,382,22,383,169,14,425,23,19,376,388,398,61,89,42,5
143,"[61, 57, 398, 84, 420, 23, 14, 425, 22, 382, 169, 432, 25, 17, 430, 15, 383, 41]",61,57,398,84,420,23,14,425,22,382,169,432,25,17,430,15,383,41
144,"[57, 84, 61, 22, 14, 398, 23, 430, 19, 409, 382, 383, 384, 17, 88, 100, 376, 21]",57,84,61,22,14,398,23,430,19,409,382,383,384,17,88,100,376,21
145,"[383, 382, 376, 380, 5, 84, 379, 14, 57, 22, 398, 89, 61, 384, 26, 88, 23, 798]",383,382,376,380,5,84,379,14,57,22,398,89,61,384,26,88,23,798
146,"[14, 409, 16, 55, 402, 398, 19, 23, 17, 57, 9, 22, 411, 420, 61, 88, 43, 169]",14,409,16,55,402,398,19,23,17,57,9,22,411,420,61,88,43,169
147,"[798, 799, 55, 198, 169, 800, 203, 812, 804, 42, 0, 57, 14, 61, 402, 179, 805, 43]",798,799,55,198,169,800,203,812,804,42,0,57,14,61,402,179,805,43
